timestamp,value_celsius
2024-05-21 05:00,82.0
2024-05-21 05:01,82.036
2024-05-21 05:02,82.073
2024-05-21 05:03,82.109
2024-05-21 05:04,82.145
2024-05-21 05:05,82.181
2024-05-21 05:06,82.217
2024-05-21 05:07,82.253
2024-05-21 05:08,82.288
2024-05-21 05:09,82.323
2024-05-21 05:10,82.358
2024-05-21 05:11,82.393
2024-05-21 05:12,82.427
2024-05-21 05:13,82.461
2024-05-21 05:14,82.494
2024-05-21 05:15,82.527
2024-05-21 05:16,82.559
2024-05-21 05:17,82.591
2024-05-21 05:18,82.623
2024-05-21 05:19,82.653
2024-05-21 05:20,82.684
2024-05-21 05:21,82.713
2024-05-21 05:22,82.742
2024-05-21 05:23,82.77
2024-05-21 05:24,82.798
2024-05-21 05:25,82.825
2024-05-21 05:26,82.851
2024-05-21 05:27,82.876
2024-05-21 05:28,82.9
2024-05-21 05:29,82.924
2024-05-21 05:30,82.947
2024-05-21 05:31,82.969
2024-05-21 05:32,82.99
2024-05-21 05:33,83.01
2024-05-21 05:34,83.029
2024-05-21 05:35,83.047
2024-05-21 05:36,83.064
2024-05-21 05:37,83.081
2024-05-21 05:38,83.096
2024-05-21 05:39,83.11
2024-05-21 05:40,83.124
2024-05-21 05:41,83.136
2024-05-21 05:42,83.147
2024-05-21 05:43,83.157
2024-05-21 05:44,83.166
2024-05-21 05:45,83.174
2024-05-21 05:46,83.181
2024-05-21 05:47,83.187
2024-05-21 05:48,83.192
2024-05-21 05:49,83.196
2024-05-21 05:50,83.198
2024-05-21 05:51,83.2
2024-05-21 05:52,83.2
2024-05-21 05:53,83.199
2024-05-21 05:54,83.197
2024-05-21 05:55,83.194
2024-05-21 05:56,83.19
2024-05-21 05:57,83.185
2024-05-21 05:58,83.179
2024-05-21 05:59,83.172
2024-05-21 06:00,83.163
2024-05-21 06:01,83.154
2024-05-21 06:02,83.144
2024-05-21 06:03,83.132
2024-05-21 06:04,83.119
2024-05-21 06:05,83.106
2024-05-21 06:06,83.091
2024-05-21 06:07,83.076
2024-05-21 06:08,83.059
2024-05-21 06:09,83.041
2024-05-21 06:10,83.023
2024-05-21 06:11,83.003
2024-05-21 06:12,82.983
2024-05-21 06:13,82.962
2024-05-21 06:14,82.939
2024-05-21 06:15,82.916
2024-05-21 06:16,82.892
2024-05-21 06:17,82.868
2024-05-21 06:18,82.842
2024-05-21 06:19,82.816
2024-05-21 06:20,82.789
2024-05-21 06:21,82.761
2024-05-21 06:22,82.733
2024-05-21 06:23,82.704
2024-05-21 06:24,82.674
2024-05-21 06:25,82.643
2024-05-21 06:26,82.612
2024-05-21 06:27,82.581
2024-05-21 06:28,82.549
2024-05-21 06:29,82.516
2024-05-21 06:30,82.483
2024-05-21 06:31,82.45
2024-05-21 06:32,82.416
2024-05-21 06:33,82.381
2024-05-21 06:34,82.347
2024-05-21 06:35,82.312
2024-05-21 06:36,82.276
2024-05-21 06:37,82.241
2024-05-21 06:38,82.205
2024-05-21 06:39,82.169
2024-05-21 06:40,82.133
2024-05-21 06:41,82.097
2024-05-21 06:42,82.061
2024-05-21 06:43,82.024
2024-05-21 06:44,81.988
2024-05-21 06:45,81.952
2024-05-21 06:46,81.915
2024-05-21 06:47,81.879
2024-05-21 06:48,81.843
2024-05-21 06:49,81.807
2024-05-21 06:50,81.771
2024-05-21 06:51,81.736
2024-05-21 06:52,81.7
2024-05-21 06:53,81.665
2024-05-21 06:54,81.631
2024-05-21 06:55,81.596
2024-05-21 06:56,81.562
2024-05-21 06:57,81.528
2024-05-21 06:58,81.495
2024-05-21 06:59,81.462
2024-05-21 07:00,81.43
2024-05-21 07:01,81.398
2024-05-21 07:02,81.367
2024-05-21 07:03,81.337
2024-05-21 07:04,81.307
2024-05-21 07:05,81.277
2024-05-21 07:06,81.249
2024-05-21 07:07,81.221
2024-05-21 07:08,81.193
2024-05-21 07:09,81.167
2024-05-21 07:10,81.141
2024-05-21 07:11,81.116
2024-05-21 07:12,81.092
2024-05-21 07:13,81.068
2024-05-21 07:14,81.046
2024-05-21 07:15,81.024
2024-05-21 07:16,81.004
2024-05-21 07:17,80.984
2024-05-21 07:18,80.965
2024-05-21 07:19,80.947
2024-05-21 07:20,80.93
2024-05-21 07:21,80.914
2024-05-21 07:22,80.899
2024-05-21 07:23,80.885
2024-05-21 07:24,80.872
2024-05-21 07:25,80.86
2024-05-21 07:26,80.849
2024-05-21 07:27,80.84
2024-05-21 07:28,80.831
2024-05-21 07:29,80.823
2024-05-21 07:30,80.817
2024-05-21 07:31,80.811
2024-05-21 07:32,80.807
2024-05-21 07:33,80.803
2024-05-21 07:34,80.801
2024-05-21 07:35,80.8
2024-05-21 07:36,80.8
2024-05-21 07:37,80.801
2024-05-21 07:38,80.803
2024-05-21 07:39,80.807
2024-05-21 07:40,80.811
2024-05-21 07:41,80.817
2024-05-21 07:42,80.823
2024-05-21 07:43,80.831
2024-05-21 07:44,80.84
2024-05-21 07:45,80.849
2024-05-21 07:46,80.86
2024-05-21 07:47,80.872
2024-05-21 07:48,80.885
2024-05-21 07:49,80.899
2024-05-21 07:50,80.914
2024-05-21 07:51,80.93
2024-05-21 07:52,80.947
2024-05-21 07:53,80.965
2024-05-21 07:54,80.984
2024-05-21 07:55,81.003
2024-05-21 07:56,81.024
2024-05-21 07:57,81.046
2024-05-21 07:58,81.068
2024-05-21 07:59,81.091
2024-05-21 08:00,81.116
2024-05-21 08:01,81.141
2024-05-21 08:02,81.166
2024-05-21 08:03,81.193
2024-05-21 08:04,81.22
2024-05-21 08:05,81.248
2024-05-21 08:06,81.277
2024-05-21 08:07,81.306
2024-05-21 08:08,81.336
2024-05-21 08:09,81.367
2024-05-21 08:10,81.398
2024-05-21 08:11,81.43
2024-05-21 08:12,81.462
2024-05-21 08:13,81.495
2024-05-21 08:14,81.528
2024-05-21 08:15,81.561
2024-05-21 08:16,81.596
2024-05-21 08:17,81.63
2024-05-21 08:18,81.665
2024-05-21 08:19,81.7
2024-05-21 08:20,81.735
2024-05-21 08:21,81.771
2024-05-21 08:22,81.806
2024-05-21 08:23,81.842
2024-05-21 08:24,81.879
2024-05-21 08:25,81.915
2024-05-21 08:26,81.951
2024-05-21 08:27,81.987
2024-05-21 08:28,82.024
2024-05-21 08:29,82.06
2024-05-21 08:30,82.096
2024-05-21 08:31,82.133
2024-05-21 08:32,82.169
2024-05-21 08:33,82.205
2024-05-21 08:34,82.24
2024-05-21 08:35,82.276
2024-05-21 08:36,82.311
2024-05-21 08:37,82.346
