timestamp,flow_lpm
2024-05-19 00:00,99.7
2024-05-19 01:00,99.7
2024-05-19 02:00,99.7
2024-05-19 03:00,99.9
2024-05-19 04:00,100.3
2024-05-19 05:00,100.3
2024-05-19 06:00,100.6
2024-05-19 07:00,100.9
2024-05-19 08:00,100.7
2024-05-19 09:00,100.7
2024-05-19 10:00,101.2
2024-05-19 11:00,101.0
2024-05-19 12:00,100.8
2024-05-19 13:00,100.7
2024-05-19 14:00,100.7
2024-05-19 15:00,101.0
2024-05-19 16:00,101.0
2024-05-19 17:00,100.6
2024-05-19 18:00,100.3
2024-05-19 19:00,100.3
2024-05-19 20:00,100.5
2024-05-19 21:00,100.1
2024-05-19 22:00,100.2
2024-05-19 23:00,99.9
2024-05-20 00:00,99.5
2024-05-20 01:00,99.9
2024-05-20 02:00,99.9
2024-05-20 03:00,99.8
2024-05-20 04:00,99.7
2024-05-20 05:00,99.9
2024-05-20 06:00,98.2
2024-05-20 07:00,97.3
2024-05-20 08:00,96.2
2024-05-20 09:00,95.5
2024-05-20 10:00,94.6
2024-05-20 11:00,93.3
2024-05-20 12:00,93.8
2024-05-20 13:00,93.2
2024-05-20 14:00,94.6
2024-05-20 15:00,94.5
2024-05-20 16:00,95.8
2024-05-20 17:00,96.1
2024-05-20 18:00,96.1
2024-05-20 19:00,95.7
2024-05-20 20:00,96.3
2024-05-20 21:00,96.0
2024-05-20 22:00,96.3
2024-05-20 23:00,96.0
2024-05-21 00:00,100.2
2024-05-21 01:00,99.8
2024-05-21 02:00,100.1
2024-05-21 03:00,99.9
2024-05-21 04:00,99.7
2024-05-21 05:00,92.4
2024-05-21 06:00,87.9
2024-05-21 07:00,82.0
2024-05-21 08:00,76.5
2024-05-21 09:00,72.8
2024-05-21 10:00,69.9
2024-05-21 11:00,67.4
2024-05-21 12:00,66.8
2024-05-21 13:00,65.1
2024-05-21 14:00,63.4
2024-05-21 15:00,71.2
2024-05-21 16:00,79.4
2024-05-21 17:00,87.6
2024-05-21 18:00,93.1
2024-05-21 19:00,95.2
2024-05-21 20:00,95.7
2024-05-21 21:00,95.2
2024-05-21 22:00,96.7
2024-05-21 23:00,96.6
2024-05-22 00:00,0.0
2024-05-22 01:00,0.0
2024-05-22 02:00,0.0
2024-05-22 03:00,0.0
2024-05-22 04:00,60.7
2024-05-22 05:00,74.6
2024-05-22 06:00,87.6
2024-05-22 07:00,92.4
2024-05-22 08:00,99.2
2024-05-22 09:00,97.8
2024-05-22 10:00,98.5
2024-05-22 11:00,97.8
2024-05-22 12:00,98.9
2024-05-22 13:00,98.9
2024-05-22 14:00,97.9
2024-05-22 15:00,98.5
2024-05-22 16:00,98.6
2024-05-22 17:00,98.1
2024-05-22 18:00,99.1
2024-05-22 19:00,98.4
2024-05-22 20:00,98.0
2024-05-22 21:00,98.6
2024-05-22 22:00,98.9
2024-05-22 23:00,98.0
